1492737527000[,,,,,,]4月21日早资讯笔记：影响今天市场重要资讯一、宏观资讯其中，中央级和地方级税收收入分别为15441亿元和17876亿元，按全面推开营改增试点后，中央与地方增值税收入划分过渡方案对去年执行数调整后的新口径计算，分别增长11.1%和12.4%。一季度税收收入增长较快，主要是因为与税收关联度较大的经济指标表现积极，特别是受PPI上涨较快带动。评论：希望哪一天税收增速比GDP增速慢，至少增速差不多才好，企业这刚有点起色，税收就先行了~ 【上交所：预计今年核发IPO500家 融资金额达3000亿】上交所发行上市中心执行经理顾斌公开表示，根据一季度发行速度测算，2017年将延续去年11月12月的高速发行节奏。预计2017年全年核发IPO数量达500家，全年IPO融资额达3000亿元。【上交所：IPO审核未通过原因集中在持续盈利能力不足】上交所发行上市中心执行经理顾斌公开表示，2016年IPO审核通过率较高，财务与会计问题是审核重点。其中，未通过原因主要集中在财务与会计、规范运行、信息披露等问题上，占IPO审核未通过的比重分别为41.65%、33%、20%。评论：领导又发话了，对目前次新股的炒作不是利好，建议暂时远离次新股 二、行业资讯中粮不久前已公开目标：至2018年，争取18家专业化公司全部混改，引入战投，实现上市发展。中粮资本正是这18家专业化公司之一，公司高管也曾透露“十三五”期间拟通过IPO或重组等方式择机上市。个股：中粮生化 过去12个月以来，生猪价格与高点相比降幅已接近两成。在长达一年半的时间维度上，当前价格已经跌破了去年10月16日每公斤15.43元的最低点，与一年半之前的价格基本持平。玉米价格和豆粕价格最近比较平稳，但由于猪价下跌，导致猪粮比价已经跌到了8.7：1了，创下一年半以来的最低纪录。个股：龙大肉食 该产量并超过分析师预估的8470万吨，加剧了投资者对铁矿石供应过剩的担忧。公司维持2017年铁矿石产量预估在3.6亿-3.8亿吨不变。评论：钢铁上游供给过剩，利好进口铁矿石比例较高的钢铁标的个股：包钢股份、方大特钢、柳钢股份、南钢股份 三、个股资讯和机会公司预计公司2017年一季度实现归属于上市公司股东的净利润与上年同期相比，将增长70%-80%（去年同期0.69亿，今年预计1.17-1.24）。公司表示，公司2017年一季度PPP业务利润的贡献对公司整体盈利带来较大幅度提升。公司2016年累计新承接业务量约377.51亿元，同比增长54.34%；其中单一施工合同模式153.7亿元，同比下滑8.5%，主要因公司主动控制传统模式订单承接；新签PPP合同共计223.8亿元，同比大幅增长192.4%。传统单一施工合同订单占比已由2015年的68.7%下降至2016年的40.7%。公司一季度公告中标（含预中标）PPP订单71亿元，较去年同期增长450%，趋势强劲，预计2017年公司PPP订单仍将实现快速增长，业务结构及客户结构都将得到进一步优化。值得关注，预测公司2016-2018年净利润分别为3.48/6.62/10.58亿元，目标价15元  公司2016年实现营业收入393,969,737.64元，同比增长22.49%；实现归属于上市公司股东的净利润52,812,653.25元，同比下降11.24%；基本每股收益0.83元/股。公司2016年度利润分配预案为：以80,000,000为基数，向全体股东每10股派发现金红利1.50元（含税），以资本公积金向全体股东每10股转增15股。 
1492737166000[,,,,,,]有重大消息的股票拟10转15派1.5元。　　拟10转10派1.5元。　　拟10转4，将向北方稀土提供稀土精矿。　　拟10转10派2。　　拟每10股派10.00元，目前股价16.14元。　　去年业绩扭亏，拟10转8派1元。　　2017年是“盈利之战”，乐视大屏将率先扭亏。　　募资120亿元投向主业，巩固全球水利水电龙头地位。　　中标13亿元PPP项目，占公司2015年营收的89.97%个股推荐$中科云网(SZ002306)$ ,$马应龙(SH600993)$ ,$天坛生物(SH600161)$ ,西藏天路(SH600326),广州港(SH601228) ,西部建设(SZ002302)注意仓位，近期有回调风险逢低轻仓操作上信息只供参考，提供思路，能者把握， 把握不了的建议多看少动，买卖自由 ，关注不等于买入，盲目操作者盈亏自负。市场回顾点评及策略盘面上看，早盘，两市小幅反弹之后震荡回落，再次陷入调整，尾盘股指止跌回升。截至收盘，沪指上涨0.04%，报收3172点；深成指上涨0.1%，报收10359点；创业板上涨0.27%，报收1850点。板块上，酿酒、医药、家电等防御性板块涨幅居前，雄安新区、京津冀、水泥建材、园林工程、债转股、黄金概念、页岩气、有色、环保等跌幅居前；技术上看，在遭遇四连阴破位下杀之后，沪指周四并未再创新低，尾盘反抽收阳，日K线终结四连阴，最终大盘以带有场下影的小阳线报收，走出双针探底的走势，有一定的止跌意味；从沪指30分钟看，指数今日继续在3140-3180点的矩形整理区间震荡运行，并且MACD红柱做多量能增加，并且k线运行到BOLL中轨下方，短期上方压力还是不小，指数或将继续在矩形区间维持震荡的走势；两市合计成交4649亿元，成交量较前一交易日有所萎缩，大盘后市反弹有待量能和热点的进一步配置，建议投资者继续密切留意市场的量能变化，酌情把握个股波段机会；我们认为，股指近期维持震荡的可能性居大，有业绩支撑的个股仍然可以继续持仓，也可以在被错杀的个股中寻找机会， 最后再说说我们一直跟踪的雄安板块，随着这几天的调整，再加上相当部分游资被闷杀，看空这个板块的已经越来越多!这确实是个好现象! 最担心是大家观点完全一致，完全一致反而不踏实！这是历史经验！
1492735940000[,,,,,,]个股利好：路通视讯年报拟10转15派1.5；兆驰股份年报拟10转15派0.25；中装建设年报拟10转10派2；同为股份年报拟10转10派1.5；美锦能源年报拟10转8派1；苏利股份年报拟10转5派6；宣亚国际年报拟10送5派5；汇金通年报拟10转5派1.65；康德莱年报拟10转5派1.5；南京银行年报拟10转4派2.6；包钢股份年报拟10转4 
1445936881000[,,,,,,]【紧急提示】60位投资者再次向光大证券提起内幕交易索赔，正在索赔倒计时！大量股指期货投资者或将错过索赔 2015年10月20日，许峰律师再次代理60位投资者向法院提交了起诉光大证券内幕交易民事赔偿案的索赔材料，总标的约为750万元。后续还有大量材料正在整理过程中，很快将再次提交立案。2015年9月30日下午，法院当庭判决100%支持了许峰律师代理的两例投资者起诉光大证券内幕交易民事赔偿案，两案分别获赔金额为200980元及25450元，这是中国第一次由投资者获得100%胜诉判决的内幕交易民事赔偿案，此次判决在证券民事赔偿历史上具有划时代意义。此次投资者提起索赔的基础，是光大证券816乌龙指后发生的内幕交易已被证监会及相关法院定性，事实清楚，证据充分。考虑到大部分投资者都还不知道可以索赔，并且不知道诉讼时效已非常短暂，许峰律师特发起紧急提醒。欢迎下列符合条件的投资者与我们联系（后附详细股票清单及股票代码）：（1）在2013年8月16日13时至14时22分之间买入IF1309、IF1312股指期货合约（不论买入开仓、平仓均可）及其对应的300只股票的投资者；（2）在2013年8月16日13时至14时22分之间买入180ETF基金、50ETF基金及其对应的一百七十余只股票的投资者；凡是符合条件的投资者请尽快按照以下方式联系且保证律师在2015年11月13日之前收到索赔材料：电话（可加微信）：18817202286qq（可加微信）：9767198  电子邮箱：9767198@qq.com。附：由光大证券816乌龙指引发的内幕交易民事赔偿案件可索赔股票一览表：（名单很长，请耐心看完，凡是在2013年8月16日下午买入以下股票的投资者，请尽快与许峰律师联系，电话及微信：18817202286）北大荒（600598）爱建股份600643）安信信托（600816）白云山（600332）百视通（600637）包钢股份 (600010)包钢稀土 (600111) 宝钢股份 (600019)保利地产 (600048) 北京城建（600266）北京银行 (601169)城投控股（600649）驰宏锌锗（600497）川投能源（600674）创兴资源（600193）大连控股（600747）大秦铁路（601006）东方电气（600875）东方航空（600115）东吴证券（601555）方大炭素（600516）方正证券（601901）烽火通信（600498）凤凰传媒（601928）福田汽车（600166）复星医药（600196）工商银行（601398）冠城大通（600067）光大银行（601818）广汇能源 (600256) 贵州茅台（600519）国电电力（600795）国电南瑞（600406）国金证券（600109）海螺水泥（600585）海南航空（600221）海南橡胶（601118）海通证券（600837）海信电器（600060）海油工程（600583）航空动力（600893）航太资讯（600271）昊华能源（601101）恒瑞医药（600276）洪都航空（600316）华电国际（600027）华发股份（600325）华丽家族（600503）华能国际（600011）华润双鹤（600062）华泰证券 (601688) 华夏幸福（600340）华夏银行（600015）华业地产（600240）华域汽车（600741）吉视传媒（601929）建设银行（601939）江淮汽车（600418）江西铜业 (600362)交通银行（601328）金地集团（600383）金发科技（600143）金钼股份（601958）金隅股份（601992）金种子酒（600199）晋亿实业（601002）巨化股份（600160）凯乐科技（600260）康美药业 (600518)兰花科创（600123）辽宁成大（600739）陆家嘴（600663）潞安环能（601699）洛阳钼业（603993）骆驼股份（601311）民生银行（600016）南方航空（600029）南京高科（600064）南京银行（601009）宁波韵升（600366）农业银行（601288）盘江股份（600395）浦发银行（600000）青岛海尔（600690）青岛啤酒（600600）人民网（603000）三爱富（600636）三安光电（600703）三一重工（600031）厦门钨业 (600549) 山东黄金 (600547) 山煤国际（600546）山西汾酒（600809）上海家化（600315）上海医药（601607）上汽集团 (600104) 上实发展（600748）世茂股份（600823）首开股份（600376）水井坊（600779）苏州高新（600736）太平洋（601099）特变电工（600089）天士力（600535）通宝能源（600780）同方股份（600100）同仁堂（600085）沱牌舍得（600702）万华化学（600309）西部矿业（601168）西藏城投（600773）西南证券（600369）小商品城（600415）新湖中宝（600208）新华保险（601336）兴发集团（600141）兴业银行（601166）兴业证券（601377）雅戈尔（600177）兖州煤业（600188）阳泉煤业（600348）伊利股份 (600887) 永泰能源（600157）宇通客车（600066）云南城投（600239）张江高科（600895）长城汽车（601633）长江电力（600900）招商银行（600036）招商证券 (600999) 浙江医药（600216）正和股份（600759）郑煤机（601717）中材国际（600970）中国北车（601299）中国船舶（600150）中国电建（601669）中国国航（601111）中国化学（601117）中国建筑 (601668)中国交建（601800）中国联通（600050）中国铝业（601600）中国南车（601766）中国平安（601318）中国人寿（601628）中国神华（601088）中国石化（600028）中国石油（601857）中国水电 (601669)中国太保（601601）中国铁建（601186）中国卫星（600118）中国银行（601988）中国中铁（601390）中海油服（601808）中航电子（600372）中航重机（600765）中恒集团（600252）中华企业（600675）中金黄金 (600489)中煤能源（601898）中体产业（600158）中铁二局（600528）中信银行（601998）中信证券 (600030) 中信重工（601608）重庆啤酒（600132）珠江实业（600684）紫金矿业（601899）综艺股份（600770）
1445928462000[,,,,,,]稀土或即将面临收储 7股或受益;10月27日讯，北方稀土（600111）继12日率先发布限产保价公告后,本周再次上调镨钕氧化物指导价1万元,涨幅或4%,此外传即将面临收储,或将继续推高稀土市场价格,稀土相关上市公司有望受益。　　百川资讯稀土研究主编杜帅兵表示，北方稀土上调镨钕氧化物指导价格1万元至27.5万元每吨,涨幅或4%。此前,10月1日起至23日,氧化镨钕上涨14.5%;氧化镝上涨13.2%;氧化铽上涨11%;氧化钆上涨11.15%。　　相关公司有望受益，关注五矿发展（600058）、五矿稀土（000831）、中国铝业（601600）、包钢股份（600010）、北方稀土、厦门钨业（600549）、广晟有色（600259）等。　　包钢股份：公司通过定增方式收购集团所有铁选工程以及尾矿库，与集团公司签订排他性主东矿原矿采购协议，使得公司基本掌握了集团所拥有的稀土资源，成为全球性的稀土资源龙头企业。　　五矿稀土：公司背靠大股东五矿集团，稀土资源储备丰富，且集团旗下还拥有众多稀土资产，未来有强烈注入预期。
1445925003000[,,,,,,]【北方稀土报价上调万元，限产保价叠加收储】大智慧阿思达克通讯社10月27日讯，业内人士透露，北方稀土(600111.SH)继12日率先发布限产保价公告后，本周再次上调镨钕氧化物指导价1万元，涨幅或4%，此外传即将面临收储，或将继续推高稀土市场价格，稀土相关上市公司有望受益。稀土上市公司主要有五矿稀土(000831.SZ)、北方稀土、广晟有色(600259.SH)、厦门钨业(600549.SH)、盛和资源(600392.SH)、包钢股份(600010.SH)等。
1445869978000[,,,,,,]听说大盘要冲击3500,3600。。压力位，大蓝筹必须起来拉指数了。。  
1445848491000[,,,,,,]短期3500点压力明显，关注有催化的地位补涨股，比如包钢股份。
1445839637000[,,,,,,]$包钢股份(SH600010)$好股要捂，才能享受利润飞舞
1445827465000[,,,,,,]$包钢股份(SH600010)$ 这心电图走的太有节奏了7.2入的
1445819987000[,,,,,,]上周，上证综指上涨0.6%，有色板块上涨0.1%。上周市场延续宽幅震荡走势，周三一度再次出现恐慌性杀跌，但周四、周五题材类个股依然表现强势，有色金属指数全周十字星收盘。子板块方面，镁、铝加工、新材料、3D打印等新兴领域表现较强，锡、锆、锗等板块受基本面与短期市场风格影响，跌幅靠前。基本金属普遍下跌。上周中国公布的三季度GDP数据首次破7，市场对中国经济前景担忧再起；美国房屋数据表现抢眼，欧央行暗示将进一步宽松，美元指数重回高位，原油下跌拖累基本金属回调。伦铝一周跌5.7%。上周铝价受国内减产情况不达预期以及市场预期电解铝成本大幅下滑影响，沪铝跌破11,000元/吨，市场畏跌情绪加重，下游企业继续保持观望态度。伦铜一周跌幅2.3%。国内贸易商挺价心态尤为明显，换现意愿弱，未见大肆抛货者，中间商投机空间有限，贸易商交易多为逢低收货交长单，下游企业周中时低价虽有所补货，但周内表现多较谨慎，供需持续拉锯，周内成交市况显僵持格局。伦锌一周跌幅2.5%。国内冶炼厂维持正常出货量，贸易商保值盘积极流出，加之进口锌陆续流入市场，市场流通货源增加，进口锌较国产品牌价差再度拉大，总体成交较上周改善。伦镍一周跌幅0.8%，周三嘉能可的加拿大NickelRim South 镍矿因矿工事故连续第二日暂停生产，以待一步通知。青山集团开启11月原材料的招标采购，采购量大增，市场预计该厂的产量也会有所恢复。目前对镍的看法各异，部分认为下跌的空间有限，而也有人称将会破今年低点。伦锡跌幅0.8%，沪锡跌幅1.3%，国内锡现货成交价格止跌但依然无法吸引足够的下游入市采购，成交氛围偏淡。上半周南山、金龙流通极少，江西厂家上周停电一周，本周刚恢复生产后半周才到货。低价云锡仍不断涌入市场，导致云锡与二三线品牌的差价仅500元/吨。近期冶炼厂生产平稳，并未进一步扩大减产力度，整体供应虽然不算十分充裕，但相较于疲弱的需求已足矣。黄金下跌1.1%，白银下跌1.5%。上周金价走势受美元主导，欧央行行长德拉基释放了进一步宽松的信号，同时美国房屋数据表现抢眼，美元指数大幅攀升，致使金价下挫窄幅波动。稀土价格出现全面反弹。上周稀土价格继续受到六大集团限产保价影响大幅上涨，镨钕和镝价格上涨幅度较大，周三后下游接单不多，成交量减少，上游氧化物出货量有所增加，报价有所下调。目前国家在各方面积极关注稀土行业情况，工信部连续下访调查稀土行业，后续存在讨论的稀土收储问题的可能，预计目前稀土价格只是快涨之后短暂回调，稀土价格存在有力支撑，短期调整后有望继续上行。小金属小幅下跌，钨已处于7年来最低水平，锂电池品种大幅上涨，电池级碳酸锂周涨幅高达12.3%。钨产品市场价格普遍处在底谷盘整，目前市场价格整体处已低于7年来最低水平。贸易商普遍表示销售受阻，下游买方市场信心不足，采购谨慎程度不断加剧。而由于宏观经济方向短期内难以逆转，实体经济资金匮乏局面难以得到缓解，市场价格依旧低位运行，且下行风险仍大。锂电池板块继续一枝独秀。上周电池级碳酸锂大幅上涨，周涨幅达12.3%，同时带动工业级碳酸锂、氢氧化锂、NCM三元材料、钴酸锂等价格上扬，目前政策支持力度加强以及消费者对新能源特别是电动汽车接受度提升，从而带动对动力锂电池需求的爆发式增长，考虑到短期内碳酸锂供应增速不及需求，后市仍有上升空间。有色板块的系统性行情往往来自于流动性、政策和供需的共振，而目前正是三大元素风云际会、共振向上的窗口，继续建议坚定加仓有色板块，尤其关注锌、稀土等供应收缩品种。第一，前期市场的利空基本出尽，风险偏好回转。前期的利空主要来自三个层面，一是中国经济放缓（包括人民币贬值），二是美联储9月份加息，三是中国的金融反腐、清理伞形配资等监管因素。从目前看，前期全球大宗商品和股市的投降式杀跌基本将以上因素反应殆尽。第二，中国央行双降，欧央行有望进一步宽松，美联储加息预期大概率推后，全球流动性进一步宽松。1）美国方面，最近公布的经济数据整体偏弱，美国第三季度GDP增长估计大幅回落到1.5%左右，使得市场对美联储自2006年来首次升息的时间预期或推迟至明年；2）欧央行鉴于通胀复苏可能将比预期的要慢，可能延长明年九月到期的QE计划，必要时将继续扩大宽松规模；3）中国央行宣布双降，同时放开存款利率上限。自24日起，下调金融机构人民币贷款和存款基准利率，以进一步降低社会融资成本。同日起，下调金融机构人民币存款准备金率0.5个百分点。第三，中国政策面逐步回归正常化，稳住汇率的同时进行货币、财政双宽松，刺激政策效果逐渐显现。临近“五中全会”，国内经济政策持续发力，车市和楼市的相关刺激政策陆续出台；同时前期政策刺激效果滞后6-9个月将逐渐显现，以及4季度中国经济在存在保增长压力，消费和经济数据出现环比增加的可能性较大。第四，Q3投降式杀跌使得有色品种出现广泛的供应收缩潮，锌、稀土尤为显著。锌方面，供应收缩催化剂不断，锌价有望表现坚挺。嘉能可2016年减产50万吨，占全球总产量之比近3.7%，时至年末，可能会再叠加将近7%的老矿山资源枯竭，供应冲击将达到10%。另外，欧洲最大锌生产商Nyrstar可能也陷入流动性危机，也可能导致锌矿山的进一步停产。Nyrstar拥有100万吨锌冶炼产能，是欧洲最大精炼锌生产商，并在美国、智利、欧洲和澳洲等地区拥有矿山。2014年公司金属锌冶炼产量109.7万吨，全球占比8.25%；自产精锌矿27.8万吨,全球占比2.08%（2014年全球金属锌产量1329.8万吨 ，锌精矿产量1334.9万吨）受制于今年锌价下挫，公司经营性现金流逐渐萎缩。从2015年前三季度报表看，公司锌冶炼EBITDA收益率11.1%，还算不错，但锌矿山EBITDA收益率已进入负值区间，为-6.3%，经营状况不容乐观。目前正计划采取多重措施降低其矿产业务资本支出，预计规模将超4000万欧元。根据公司首席执行官Bill Scotting表示，一方面公司将继续暂停位于墨西哥的Campo Morado铜矿和位于加拿大Myra Falls铜矿开采，分别对应2014年铜产量2300吨和3900吨；同时称将进一步观察锌价表现，若价格始终无法反弹则不排除关闭更多锌矿的可能。稀土方面，10月12-15日，六大稀土集团先后加入限产保价阵营，宣布减产2015年配额的10%。10月、11月份的补库旺季仍将支持稀土价格的进一上涨。1）价格超跌之后，限产保价的动力和能力提升。2013、2014年先后两次的打黑使得黑稀土产业链受到重创，且六大集团整合使其对定价权得到提升，10%虽然看起来不多，但稀土Q3快速下滑已跌到2011年启动前的底部区域，企业亏损扩大，不仅正规企业扛不住了，黑稀土也扛不住了，全行业都会囤货惜售至少会把价格抬到成本线之上，此次限产保价有坚实支撑。更何况如果价格不行，明年也不排除继续有类似的供应收缩。2）这次限产背后有国家意志，防止稀土资源贱价外流再次出现。因为在今年年初、年中先后取消稀土出口配额和关税，稀土出口量增、价降的尴尬局面又再次出现。同时，目前是从价资源税，价格跌的话反而收的资源税不如之前的从量税了，政府的税源大幅减少。在这个背景下，我们猜测，国家酝酿新一轮的收储其实不完全是天方夜谭，因为价格确实在底部，前期五年收储计划还没完成（只系统性地收了两次），此时不收何时收。3）四季度是磁材传统的旺季，前期快速的稀土价格下跌导致行业整体库存偏低，旺季会加库存。3）稀土是个品种多而杂，需要贸易商进行货物流转的的行业，一旦供需短期走好的预期体现，全行业囤货惜售就会把价格搞起来。4）稀土价格在实实在在地上涨。从最近两周来看，稀土价格出现了加速、全面上涨的迹象，最近两周上海有色网的镨钕氧化物分别上涨4.2%和8%，氧化镝分别上涨了4.7%和5.3%。继续坚定看多有色，主推供应收缩品种，建议关注锌、稀土及磁材标的。我们认为，在三季度的价格杀跌之后，虽然实体需求仍不见好转，但全球流动性、政策刺激、风险偏好均边际共振向上，再加上杀跌后出现了企业微观结构的破坏，供应收缩潮将逐渐蔓延，锌、稀土首当其冲，价格有望获得上行动能。考虑到当前大盘风格可能面临结构调整且整体向上，周期股有望重新获得关注，我们继续坚定看多有色板块，并建议重点关注锌、稀土及磁材相关标的。锌标的重点关注中金岭南、罗平锌电、驰宏锌锗、株冶集团、盛屯矿业；稀土及磁材重点关注五矿稀土、广晟有色（停牌）、包钢股份、北方稀土、盛和资源（停牌），以及宁波韵升、中科三环和正海磁材。
1445602962000[,,,,,,]【紧急提示】60位投资者再次向光大证券提起内幕交易索赔，正在索赔倒计时！大量股指期货投资者或将错过索赔 2015年10月20日，许峰律师再次代理60位投资者向法院提交了起诉光大证券内幕交易民事赔偿案的索赔材料，总标的约为750万元。后续还有大量材料正在整理过程中，很快将再次提交立案。2015年9月30日下午，法院当庭判决100%支持了许峰律师代理的两例投资者起诉光大证券内幕交易民事赔偿案，两案分别获赔金额为200980元及25450元，这是中国第一次由投资者获得100%胜诉判决的内幕交易民事赔偿案，此次判决在证券民事赔偿历史上具有划时代意义。此次投资者提起索赔的基础，是光大证券816乌龙指后发生的内幕交易已被证监会及相关法院定性，事实清楚，证据充分。考虑到大部分投资者都还不知道可以索赔，并且不知道诉讼时效已非常短暂，许峰律师特发起紧急提醒。欢迎下列符合条件的投资者与我们联系（后附详细股票清单及股票代码）：（1）在2013年8月16日13时至14时22分之间买入IF1309、IF1312股指期货合约（不论买入开仓、平仓均可）及其对应的300只股票的投资者；（2）在2013年8月16日13时至14时22分之间买入180ETF基金、50ETF基金及其对应的一百七十余只股票的投资者；凡是符合条件的投资者请尽快按照以下方式联系且保证律师在2015年11月13日之前收到索赔材料：电话（可加微信）：18817202286qq（可加微信）：9767198  电子邮箱：9767198@qq.com。附：由光大证券816乌龙指引发的内幕交易民事赔偿案件可索赔股票一览表：（名单很长，请耐心看完，凡是在2013年8月16日下午买入以下股票的投资者，请尽快与许峰律师联系，电话及微信：18817202286）北大荒（600598）爱建股份600643）安信信托（600816）白云山（600332）百视通（600637）包钢股份 (600010)包钢稀土 (600111) 宝钢股份 (600019)保利地产 (600048) 北京城建（600266）北京银行 (601169)城投控股（600649）驰宏锌锗（600497）川投能源（600674）创兴资源（600193）大连控股（600747）大秦铁路（601006）东方电气（600875）东方航空（600115）东吴证券（601555）方大炭素（600516）方正证券（601901）烽火通信（600498）凤凰传媒（601928）福田汽车（600166）复星医药（600196）工商银行（601398）冠城大通（600067）光大银行（601818）广汇能源 (600256) 贵州茅台（600519）国电电力（600795）国电南瑞（600406）国金证券（600109）海螺水泥（600585）海南航空（600221）海南橡胶（601118）海通证券（600837）海信电器（600060）海油工程（600583）航空动力（600893）航太资讯（600271）昊华能源（601101）恒瑞医药（600276）洪都航空（600316）华电国际（600027）华发股份（600325）华丽家族（600503）华能国际（600011）华润双鹤（600062）华泰证券 (601688) 华夏幸福（600340）华夏银行（600015）华业地产（600240）华域汽车（600741）吉视传媒（601929）建设银行（601939）江淮汽车（600418）江西铜业 (600362)交通银行（601328）金地集团（600383）金发科技（600143）金钼股份（601958）金隅股份（601992）金种子酒（600199）晋亿实业（601002）巨化股份（600160）凯乐科技（600260）康美药业 (600518)兰花科创（600123）辽宁成大（600739）陆家嘴（600663）潞安环能（601699）洛阳钼业（603993）骆驼股份（601311）民生银行（600016）南方航空（600029）南京高科（600064）南京银行（601009）宁波韵升（600366）农业银行（601288）盘江股份（600395）浦发银行（600000）青岛海尔（600690）青岛啤酒（600600）人民网（603000）三爱富（600636）三安光电（600703）三一重工（600031）厦门钨业 (600549) 山东黄金 (600547) 山煤国际（600546）山西汾酒（600809）上海家化（600315）上海医药（601607）上汽集团 (600104) 上实发展（600748）世茂股份（600823）首开股份（600376）水井坊（600779）苏州高新（600736）太平洋（601099）特变电工（600089）天士力（600535）通宝能源（600780）同方股份（600100）同仁堂（600085）沱牌舍得（600702）万华化学（600309）西部矿业（601168）西藏城投（600773）西南证券（600369）小商品城（600415）新湖中宝（600208）新华保险（601336）兴发集团（600141）兴业银行（601166）兴业证券（601377）雅戈尔（600177）兖州煤业（600188）阳泉煤业（600348）伊利股份 (600887) 永泰能源（600157）宇通客车（600066）云南城投（600239）张江高科（600895）长城汽车（601633）长江电力（600900）招商银行（600036）招商证券 (600999) 浙江医药（600216）正和股份（600759）郑煤机（601717）中材国际（600970）中国北车（601299）中国船舶（600150）中国电建（601669）中国国航（601111）中国化学（601117）中国建筑 (601668)中国交建（601800）中国联通（600050）中国铝业（601600）中国南车（601766）中国平安（601318）中国人寿（601628）中国神华（601088）中国石化（600028）中国石油（601857）中国水电 (601669)中国太保（601601）中国铁建（601186）中国卫星（600118）中国银行（601988）中国中铁（601390）中海油服（601808）中航电子（600372）中航重机（600765）中恒集团（600252）中华企业（600675）中金黄金 (600489)中煤能源（601898）中体产业（600158）中铁二局（600528）中信银行（601998）中信证券 (600030) 中信重工（601608）重庆啤酒（600132）珠江实业（600684）紫金矿业（601899）综艺股份（600770）
1445568698000[,,,,,,]回复: 越是这种时期越要精选好个股。//:回复:煎熬继续ing
1445566070000[,,,,,,]$包钢股份(SH600010)$估计一下，包子能走多远？
1445566068000[,,,,,,]$包钢股份(SH600010)$ 包子涨的太慢了
1445563377000[,,,,,,]10月23日建议：传六大稀土集团联手，10月底谈判收储事宜，五矿稀土（000831）涨停、北方稀土（600111）、厦门钨业（600549）等涨逾6%，包钢股份（600010）、中色股份（000758）等涨逾5%。受一系列政策影响，近期稀土市场价格大幅上扬。10月份至今氧化镨钕上涨14.5%，氧化镝上涨13.2%，氧化铽上涨11%，氧化钆上涨11.15%。相关厂家对后世抱乐观心态，稀土价格存在进一步上涨空间。今日建议关注氧化钐。【南交所稀土产品交易中心】
