"No.","Time","Source","Destination","Protocol","Length","Info"
"73","90.138006","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"74","90.138006","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"75","90.138007","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"76","90.270645","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"77","90.270646","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"78","90.270646","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"79","90.270646","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"80","90.270646","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"81","90.297128","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"82","90.297128","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"83","90.297129","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"84","90.297129","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"85","90.297129","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"86","90.392870","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"87","90.392872","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"88","90.392873","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"89","119.993593","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"90","119.993594","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"91","119.993595","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"92","119.993595","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"93","119.993595","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"94","120.127971","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"95","120.127973","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"96","120.127973","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"97","120.127974","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"98","120.127974","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"99","120.224678","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"100","120.224679","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"101","120.302201","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"102","120.302202","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"103","120.302203","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"104","120.302203","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"105","120.302204","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"106","120.450867","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"107","120.450868","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"108","120.450868","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"109","120.450870","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"110","120.450870","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"111","149.997283","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"112","149.997284","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"113","149.997284","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"114","149.997285","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"115","149.997285","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"116","150.114114","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"117","150.114115","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"118","150.114115","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"119","150.114115","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"120","150.114116","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"121","150.200305","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"122","150.303849","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"123","150.303850","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"124","150.303850","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"125","150.303851","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"126","150.303851","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"127","150.408612","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"128","150.408613","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"129","150.408613","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"130","150.408613","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"131","150.408614","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"132","150.489765","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"133","180.006124","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"134","180.006127","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"135","180.006128","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"136","180.006129","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"137","180.006131","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"138","180.101748","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"139","180.101749","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"140","180.101749","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"141","180.101749","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"142","180.101750","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"143","180.215555","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"144","180.336779","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"145","180.336781","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"146","180.336782","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"147","180.336783","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"148","180.336784","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"149","180.412742","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"150","180.412742","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"151","180.412743","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"152","180.412743","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"153","180.412744","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"154","180.573855","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"155","210.004384","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"156","210.004384","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"157","210.004384","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"158","210.004384","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"159","210.128118","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"160","210.128119","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"161","210.128119","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"162","210.128119","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"163","210.128122","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"164","210.230251","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"165","210.230252","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"166","210.230252","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"167","210.230253","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"168","210.230253","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"169","210.343214","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"170","210.343215","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"171","210.343215","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"172","210.343215","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"173","210.343216","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"174","210.416304","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"175","210.416304","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"176","210.416305","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"177","240.053533","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"178","240.053535","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"179","240.053535","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"180","240.053539","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"181","240.053540","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"182","240.191975","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"183","240.191976","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"184","240.191979","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"185","240.191980","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"186","240.191981","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"187","240.191982","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"188","240.213105","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"189","240.213107","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"190","240.213110","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"191","240.213110","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"192","240.329986","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"193","240.329987","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"194","240.329987","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"195","240.329987","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"196","240.329987","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"197","240.430673","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"198","240.430673","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"199","270.081767","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"200","270.081768","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"201","270.081768","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"202","270.081768","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"203","270.081769","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"204","270.114387","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"205","270.114388","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"206","270.114388","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"207","270.114389","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"208","270.114389","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"209","270.261546","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"210","270.376272","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"211","270.376273","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"212","270.376273","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"213","270.376273","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"214","270.376273","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"215","270.427793","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"216","270.427793","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"217","270.427794","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"218","270.427794","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"219","270.427794","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"220","270.505400","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"221","300.031182","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"222","300.031182","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"223","300.031182","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"224","300.031183","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"225","300.031183","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"226","300.117749","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"227","300.117750","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"228","300.117750","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"229","300.117750","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"230","300.117750","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"231","300.284774","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"232","300.354129","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"233","300.354133","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"234","300.354134","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"235","300.354135","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"236","300.354138","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"237","300.423236","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"238","300.423237","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"239","300.423237","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"240","300.423237","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"241","300.423238","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"242","300.504850","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"243","330.032242","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"244","330.032439","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"245","330.032439","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"246","330.032440","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"247","330.142253","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"248","330.142255","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"249","330.142256","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"250","330.142256","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"251","330.142256","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"252","330.240836","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"253","330.240837","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"254","330.240837","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"255","330.240838","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"256","330.240838","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"257","330.322083","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"258","330.322084","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"259","330.322084","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"260","330.322086","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"261","330.322086","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"262","330.450957","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"263","330.450958","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"264","330.450958","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"265","360.017136","192.168.31.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"266","360.017137","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"267","360.017138","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"268","360.017138","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"269","360.203949","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"270","360.203949","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"271","360.203949","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"272","360.203949","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"273","360.203950","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"274","360.203950","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"275","360.222872","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"276","360.222873","192.168.31.1","239.255.255.250","SSDP","480","NOTIFY * HTTP/1.1 "
"277","360.222873","192.168.31.1","239.255.255.250","SSDP","478","NOTIFY * HTTP/1.1 "
"278","360.222874","192.168.31.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"279","360.351706","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"280","360.351707","192.168.31.1","239.255.255.250","SSDP","464","NOTIFY * HTTP/1.1 "
"281","360.351708","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"282","360.351709","192.168.31.1","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"283","360.351709","192.168.31.1","239.255.255.250","SSDP","425","NOTIFY * HTTP/1.1 "
"284","360.443859","192.168.31.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
